checkpoint,configuration,seed,sample_id,word_position,operation,target_word,predicted_word,target_sentence,predicted_sentence,filename
2500,greedy,4107,1,1,substitution,नमस्ते,नमस्ति,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,2,correct,आपका,आपका,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,3,substitution,ऑर्डर,आजड़िय,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,4,substitution,सफलतापूर्वक,बहुग,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,5,substitution,भेज,घरे,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,6,correct,दिया,दिया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,7,insertion,,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,8,correct,गया,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,1,9,substitution,है,हा,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_4107/step2500_greedy_seed4107_01_namaste_order_sent.wav
2500,greedy,4107,2,1,deletion,आपका,,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,2,substitution,रिफंड,आनका,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,3,substitution,अगले,रिल्म,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,4,substitution,पाँच,धन्नने,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,5,substitution,कार्य,पांच,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,6,substitution,दिवसों,चकारेदों,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,7,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,8,correct,आपके,आपके,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,9,correct,खाते,खाते,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,10,correct,में,में,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,11,insertion,,दबे,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,12,insertion,,ले,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,13,substitution,जमा,जई,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,14,substitution,कर,आई,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,15,substitution,दिया,गरे,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,2,16,substitution,जाएगा,आई,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_4107/step2500_greedy_seed4107_02_refund_status.wav
2500,greedy,4107,3,1,correct,क्या,क्या,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,2,correct,मैं,मैं,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,3,substitution,आपकी,आपके,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,4,correct,किसी,किसी,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,5,correct,और,और,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,6,substitution,सहायता,सर,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,7,substitution,कर,अता,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,8,substitution,सकता,कर,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,3,9,substitution,हूँ,सकूं,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपके किसी और सर अता कर सकूं,step_2500/greedy/seed_4107/step2500_greedy_seed4107_03_further_assistance.wav
2500,greedy,4107,4,1,substitution,धन्यवाद,तन्नावाद,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपगा दिन शेह है,step_2500/greedy/seed_4107/step2500_greedy_seed4107_04_thank_you.wav
2500,greedy,4107,4,2,substitution,आपका,आपगा,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपगा दिन शेह है,step_2500/greedy/seed_4107/step2500_greedy_seed4107_04_thank_you.wav
2500,greedy,4107,4,3,correct,दिन,दिन,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपगा दिन शेह है,step_2500/greedy/seed_4107/step2500_greedy_seed4107_04_thank_you.wav
2500,greedy,4107,4,4,substitution,शुभ,शेह,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपगा दिन शेह है,step_2500/greedy/seed_4107/step2500_greedy_seed4107_04_thank_you.wav
2500,greedy,4107,4,5,substitution,हो,है,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपगा दिन शेह है,step_2500/greedy/seed_4107/step2500_greedy_seed4107_04_thank_you.wav
2500,greedy,4107,5,1,substitution,कृपया,कुरेपया,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,4107,5,2,correct,अपना,अपना,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,4107,5,3,insertion,,आडरन,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,4107,5,4,substitution,ऑर्डर,मर,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,4107,5,5,substitution,नंबर,बठलाई,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,4107,5,6,substitution,बताइए,थे,कृपया अपना ऑर्डर नंबर बताइए,कुरेपया अपना आडरन मर बठलाई थे,step_2500/greedy/seed_4107/step2500_greedy_seed4107_05_order_number.wav
2500,greedy,5107,1,1,substitution,नमस्ते,नमस्ति,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,2,correct,आपका,आपका,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,3,substitution,ऑर्डर,आजड़िय,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,4,substitution,सफलतापूर्वक,बहुग,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,5,substitution,भेज,घरे,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,6,correct,दिया,दिया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,7,insertion,,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,8,correct,गया,गया,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,1,9,substitution,है,हा,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका आजड़िय बहुग घरे दिया गया गया हा,step_2500/greedy/seed_5107/step2500_greedy_seed5107_01_namaste_order_sent.wav
2500,greedy,5107,2,1,deletion,आपका,,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_5107/step2500_greedy_seed5107_02_refund_status.wav
2500,greedy,5107,2,2,substitution,रिफंड,आनका,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_5107/step2500_greedy_seed5107_02_refund_status.wav
2500,greedy,5107,2,3,substitution,अगले,रिल्म,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_5107/step2500_greedy_seed5107_02_refund_status.wav
2500,greedy,5107,2,4,substitution,पाँच,धन्नने,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_5107/step2500_greedy_seed5107_02_refund_status.wav
2500,greedy,5107,2,5,substitution,कार्य,पांच,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आनका रिल्म धन्नने पांच चकारेदों में आपके खाते में दबे ले जई आई गरे आई,step_2500/greedy/seed_5107/step2500_greedy_seed5107_02_refund_status.wav
