audio,text,speaker_id,gender_name,duration_seconds,rms,peak
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00010.wav,"मुझे बेसमेंट से उसकी आवाज़ आती रहती है, जैसे कोई बच्चा, मैथ्स की टेबल्स सीखता है, और बीच में बार बार भूल जाता है",0,female,7.6276,0.14504,0.797729
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00011.wav,"इस बदलाव का सौन्दर्य, और इसकी चुनौती, क्रमशः समृद्ध, अधिक जटिल, और परिपक्व होती चली गयी",0,female,7.1954,0.128543,0.795105
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00012.wav,"जिसे देख कर, मां हैरत में पड़ गईं थीं, शायद थोड़ा सा डर भी गईं थीं",0,female,5.1972,0.130106,0.795837
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00013.wav,"कुछ गज़लों की पंक्तियाँ, इसी सन्दर्भ में ध्यान देने योग्य हैं",0,female,4.0793,0.154228,0.799927
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00014.wav,गंदले पानी की इन महान धाराओं को न जाने कितनी कहानियाँ याद होंगी,0,female,5.1739,0.198214,0.792175
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00015.wav,"नदी किनारे, दो काले गोल पत्थर थे, जो एक दूसरे से रगड़कर, वही आवाज़ दे रहे थे",0,female,7.0228,0.141793,0.792267
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00016.wav,उसमें मेरी बहुत सी पूंजी लगी है,0,female,2.2325,0.164068,0.792389
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00017.wav,पॉन्टिंग करेंगे कैंसर पीड़ित बच्चों की मदद,0,female,2.9725,0.154788,0.795715
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00018.wav,"अपने संयंत्र में मौजूद पदार्थों के कारण, संभावित ख़तरों के बारे में जानिए",0,female,6.328,0.160258,0.794098
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00019.wav,"श्रीमति सिन्हा, एक सुन्दर व सभ्रान्त महिला लगी",0,female,4.1998,0.16789,0.794678
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00020.wav,हम जूतों के भीतर रात में पांव डालते डरते हैं,0,female,3.283,0.16248,0.796448
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00021.wav,"सागा यानी शाक्य, दावा यानी चाँद, शाक्य मुनि का चाँद, बुद्ध पूर्णिमा",0,female,5.9665,0.130366,0.796936
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00022.wav,"हमारे घर में एक ग्रामोफ़ोन भी था, जो खराब पड़ा था",0,female,3.8243,0.121088,0.799561
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00023.wav,"प्रत्येक दिन की भांति, आज भी वे, राजा के बगल में, विराजमान हो गए",0,female,5.076,0.148553,0.798065
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00024.wav,"अब मुन्नी के बिना, जैसे उसके पास, कोई व्यवस्था नहीं बची",0,female,4.6719,0.131523,0.79538
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00025.wav,"यह खर्च नकद में करना होगा, इसलिए भारत में, आप हमारे निम्न बैंक के खाते में, पचास हज़ार रुपए जमा करवा दें",0,female,7.6821,0.130918,0.7966
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00026.wav,"गोदान, छत्तीस में आया था, लेकिन चूंकि रायसाहब कांग्रेस की मेम्बरी में, जेल भी हो आए थे",0,female,6.7095,0.159393,0.794647
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00027.wav,"इंसानियत के नाते भी नहीं, दुःख तो नहीं, पर अफ़सोस अवश्य है",0,female,5.2731,0.154123,0.797729
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00028.wav,"शेहरों में तो, जहां तहां गली मोहल्लों में, तन्दूर मिल ही जाते हैं",0,female,4.5968,0.179023,0.796906
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00029.wav,"यही गद्य, हमारी शीर्ष कथा बनना था",0,female,3.2128,0.129074,0.7948
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00030.wav,"लेकिन, डॉक्टर की भंगिमा, मज़ाक की कतई नहीं थी",0,female,4.599,0.119956,0.793762
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00031.wav,"क्या केह रहे थे, बता रहे थे, कि चार साल पेहले, उनकी शादी हुई थी",0,female,4.8301,0.124513,0.794342
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00032.wav,"मैं, हंस दी थी, अपने पास रखने के लिए थोड़े ही लिखी थी, तुमने आगे, कुछ नहीं कहा, और बात ख़त्म",0,female,7.6645,0.124854,0.79776
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00033.wav,"सडक़ पर, दिन भर वाहनों की आवा जाही, बनी रहती है",0,female,4.0903,0.138783,0.797974
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00034.wav,"उससे क़ातिल के बारे में कोई सुराग़ मिलना नामुमकिन था, क्योँकि वह कालिदास की मशहूर एपिक, रघुवंश थी",0,female,7.586,0.146346,0.795624
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00035.wav,"वे, एक विशाल पीपल वृक्ष की, गाँठदार जड़ों पर बैठे हुवे थे",0,female,4.6092,0.13826,0.796478
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00036.wav,"पहले वो दिन रात काम किया करता था, और बेआराम था",0,female,4.0848,0.154293,0.794952
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00037.wav,"इसके बीच, न जाने कितनी पेन्टिंग्स बना डाली",0,female,4.1601,0.141123,0.794922
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00038.wav,"सामने वाली सीट पर, एक विदेशी युवति बैठी है, उसे देख, मुस्कुरा देती है",0,female,6.763,0.140614,0.78125
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00039.wav,"खुद की लिखी नज़मों में प्रेम का इतना बड़ा वितान रचते हैं, जो अन्यत्र मुश्किल से मिलता है",0,female,6.2379,0.163965,0.796387
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00040.wav,"अजीब सी पंक्ति नहीं है, गंगा की लहरें, जितनी मूर्त और यथार्थ हैं, इतिहास उतना ही अमूर्त",0,female,7.8838,0.176746,0.796478
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00041.wav,"मैं जानती हूं, ये मेरा वहम है, पर ये लाइलाज है, और मैं, अब इस वहम का बोझ, नहीं उठा सकती",0,female,7.8868,0.126237,0.798431
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00042.wav,"प्रधानमंत्री पर, बड़ा पैना और तीव्र व्यंग्य, इस फ़िल्म में किया गया है",0,female,4.9204,0.139071,0.796326
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00043.wav,"बाबला, और मुझमें, होड़ लगती थी, कि किसने, कितने ज़्यादा, केंचुओं को मारा",0,female,6.1696,0.113352,0.785553
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00044.wav,"मयंक मेरा बेटा, आई आई टी बॉम्बे से, इलेक्ट्रानिक्स में इंजीनियरिंग कर रहा है",0,female,4.9027,0.133593,0.793274
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00045.wav,"उपन्यास के आरंभ में, वह पाश्चात्य, सभ्यता के प्रतीकों को, डेविल कहकर, याद करता है",0,female,7.2524,0.130264,0.797516
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00046.wav,"एक ऐसी भयंकर भूल, जिसे अधिकांश ऊंघते दर्शक तो शायद इग्नोर कर जाते हैं",0,female,5.8801,0.133965,0.79361
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00047.wav,रमेश इस्ताम्बुल प्रेस को एक ख़त भेजता है,0,female,3.2913,0.125579,0.792694
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00048.wav,"मेरा बस चले, तो कानों में, बबूल के गोल फूल पहनूं, बालों में रंगबिरंगे पंख लगा लूं",0,female,7.5066,0.141292,0.795105
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00049.wav,"एक पंचनामे के बाद, लाश उनके पट्टीदार हरिदत्त पण्डित को दे दी गयी",0,female,5.0663,0.114528,0.784119
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00050.wav,"वैसे भी, तपन काफ़ी इमोशनल है, पता नहीं, किस किस के बारे में, सोचा करता है",0,female,6.8198,0.138754,0.795624
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00051.wav,"पिछले कई दिनों से, यह माऊंट आबू प्रकरण, माँ और मामा चलाए जा रहे थे",0,female,6.1527,0.145457,0.793854
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00052.wav,"अब तुम दोनों के बीच का मैल, धुल चुका है",0,female,2.8555,0.153222,0.797058
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00053.wav,"खूँ बेढंग से उन्हें बजाता, और अजीब सी आवाज़ सुनकर, खूब हँसता",0,female,4.979,0.16591,0.797424
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00054.wav,"कला मनुष्य को और अंततः समाज को, पूर्णता प्रदान करती है",0,female,4.7533,0.147811,0.800323
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00055.wav,"आन येदरलुण्ड की कविता ने, समकालीन स्वीडिश कविता को अपने काव्य उद्यम से प्रतिकृत, और समृद्ध किया है",0,female,7.5811,0.118559,0.797729
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00056.wav,"उसके पीछे, अमेरिकी इज़रायल, और अमेरिकी फ़िलिस्तीनी, एक दूसरे से दस फ़ीट की दूरी पर, प्रदर्शन कर रहे हैं",0,female,7.5079,0.133642,0.851624
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00057.wav,सलवार कुर्ते में नीला बडी बडी लगी,0,female,3.2374,0.175194,0.796234
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00058.wav,महफ़िल में सन्नाटा छा गया,0,female,2.1021,0.156586,0.796112
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00059.wav,"पिता जी को किताबें और बेंत की कुर्सियां बहुत पसंद थीं, जिन्हें वे इलाहाबाद से मंगाते थे",0,female,5.869,0.15161,0.796417
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00060.wav,"ये सिद्ध हस्तता, गुलज़ार की गज़लों का एक महत्त्वपूर्ण पड़ाव है",0,female,4.8465,0.128201,0.797241
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00061.wav,"रास्ते में, जो भी मिलता, उससे हंस कर, दुआ सलाम ज़रूर करता",0,female,5.5296,0.138011,0.797241
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00062.wav,"वे एक साधारण इन्सान हैं, जिनके भीतर, आपको अनायास ही, सहज मानवीयता के दर्शन होते हैं",0,female,7.2806,0.17072,0.793762
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00063.wav,"शायद उसे गांधी जी से अधिक, इस टोपी की ज़रूरत थी, जिसकी वजह से सरकारी लोग, उससे डरने लगे थे",0,female,7.0702,0.139174,0.756989
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00064.wav,"दलनायक ने, सेनाध्यक्ष को, पूरा विवरण दिया",0,female,3.6182,0.141768,0.796417
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00065.wav,"और ये हैं, मेजर अविनाश, मेरे कलीग और दोस्त, लेफ़्टनेंट कर्नल चौहान के भतीजे",0,female,5.6608,0.125094,0.795074
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00066.wav,"वह, उस बेबाक निश्छल मुस्कान पर, जवाब में मुस्कुराए बिना, नहीं रह पाता",0,female,6.7827,0.143464,0.799408
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00067.wav,"वे, रातोंरात भागे, और आख़िरकार सिवादीन मास्टर का घर, ढूंढ़ निकालने में, कामयाब रहे",0,female,7.7934,0.14109,0.796173
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00068.wav,"वे त्रासदी की वर्षगांठों के अनुष्ठान में, अंकित हो गये हैं",0,female,5.059,0.122494,0.792633
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00069.wav,मेरी सारी पूंजी नष्ट होने के कगार पर है,0,female,3.8477,0.157345,0.796844
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00070.wav,"इसी कविता पर, उन्हें भारत भूषण अग्रवाल कविता पुरस्कार मिला था",0,female,5.686,0.143282,0.795288
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00071.wav,"उनके स्वभाव में जो एक अजीब सा बेगानापन है, संकोच का ठहरा हुआ सा पर्दा है",0,female,5.7518,0.142307,0.794983
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00072.wav,"तो क्या मेरा वंश राघव के साथ ही, समाप्त हो जायेगा, केशव ने दुखभरे स्वर में पूछा",0,female,5.6584,0.123921,0.797089
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00073.wav,"इन विज़ुअल्स के साथ, जिन शब्दों का, जैसे कि एस्टर्न और स्लग कहते हैं, वो भी लगभग, निराध्रित होता है",0,female,7.5184,0.138828,0.795929
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00074.wav,"इस बीच, क्वैं ने अपने कबीले वालों के साथ, खाना बिल्कुल ही बंद कर दिया",0,female,5.5756,0.170481,0.795624
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00075.wav,"अचानक नज़र, घडी पर पड ग़यी, सात बज रहे थे",0,female,3.8442,0.117583,0.795349
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00076.wav,"गुलज़ार की कविता की कई परतें हैं, और उन परतों के बीच में, जीवन और उसकी विसंगतियों की अनगिनत रंगते हैं",0,female,7.745,0.162962,0.796936
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00077.wav,"इसके अलावा, बिल्कुल नए और अलग, या ज्वलंत मुद्दों पर भी, हमने किताबें छापी हैं",0,female,7.095,0.151504,0.795593
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00078.wav,"उस्ताद बिस्मिल्लाह खान, भारतीय संगीत ही नहीं, समूचे कला संसार में, एक विलक्षण उपस्थिति रहे",0,female,7.5457,0.189702,0.7948
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00079.wav,"वो शहनाई को, अपनी प्रस्तुति का एक वाद्य यन्त्र नहीं मानते, बल्कि, उसे सखी, और महबूबा कहते हैं",0,female,7.585,0.169556,0.794861
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00080.wav,"जो राजधानी बनने के बाद, पुनर्निर्माण के सिलसिले में, अवश्यम्भावी है",0,female,6.4289,0.136673,0.797424
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00081.wav,"तब तक हमारे यहां, बिजली नहीं आई थी",0,female,3.8711,0.149613,0.795013
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00082.wav,"अभी तो वह इस पुराने मंदिर में, अपने एक स्कैच के लिये, फ़ोटो लेने गई हैं",0,female,6.5524,0.151315,0.794983
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00083.wav,"शाखा, घर का कोई काम, शुरु करती, और उसे लेकर, बदहवास सी, शून्य में ताकती हुई, बैठी रह जाती",0,female,7.9728,0.132072,0.797638
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00084.wav,"अंततः, उसने ऐसा ही किया",0,female,2.4714,0.122649,0.796295
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00085.wav,"अगली गाड़ी के लिए, उन्हें वहां कई कई घंटे इंतज़ार करना पड़ता था",0,female,4.7896,0.156866,0.795502
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00086.wav,"अगले रोज़, फिर उसने उसी कॉलोनी का ज़िक्र छेड़ दिया, आज तन्दूर पर बैठी थी, तो वर्मा साहब आ गए",0,female,6.9457,0.14904,0.794342
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00087.wav,"वो पढी लिखी, और समर्थ र्थी, अपनी और बच्चों की आवश्यकताओं के लिए, वो किसी पर, निर्भर नहीं थी",0,female,7.0163,0.134461,0.789551
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00088.wav,"लेकिन लामा लोग, खूब गोरे और सुंदर होते थे",0,female,3.4834,0.131248,0.796722
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00089.wav,"जिसने यहाँ आने के बाद, एक मुस्लिम परिवार के साथ, साझेदारी में व्यापार आरंभ किया",0,female,5.7938,0.15524,0.796265
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00090.wav,"तब मैंने, वहां की लाइब्रेरी में, विश्वप्रसिद्ध कथाकार, असिमोव की एक कहानी पढ़ी",0,female,7.7908,0.136645,0.795685
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00091.wav,"अभी कपडे नहीं बदले थे, अलबत्ता, जूडे में बंधे हुए बालों को उसने, अवश्य खोल दिया था",0,female,7.5996,0.147705,0.794403
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00092.wav,"पहले पहल तो, पुरुषों द्वारा रची हुई, साहित्यिक सत्ता ने, इस कविता का, मज़ाक उड़ाया",0,female,7.5406,0.139955,0.796722
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00093.wav,"मैं तो मना रही थी, कि बरसात जितनी टल सके, टल जाये, लेकिन वह समय से पहले ही, आ धमकी",0,female,7.356,0.131614,0.794342
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00094.wav,"लिफ़ाफ़े पर, मेरी हस्तलिपि देखकर, लिफ़ाफ़े को, खोलते हुए, तुम्हारे हाथ, कांप गए होंगे",0,female,7.5263,0.148261,0.794342
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00095.wav,"पण्डित दुर्गाशङ्कर श्रीमुख की हत्या के समाचार का, स्थानीय से बढ़ कर, अन्तरराष्ट्रीय हो जाना, कई कारणोँ से था",0,female,7.952,0.112534,0.795349
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00096.wav,"नाम लिखने के लिए उन्होँने, कोदई जैसे गँवारू नाम से भरती करने से, अरुचि दिखायी",0,female,7.5119,0.158629,0.794861
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00097.wav,वह जड होकर रह गया,0,female,2.082,0.13065,0.794617
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00098.wav,"उसे, अपने दाएं कान, और गालों पर, रोहित की गर्म सांसो की मिठास, और भी बेसुध किए दे रही थी",0,female,7.4896,0.133801,0.792572
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00099.wav,"डॉक्टर को लगा, कि इस नन्हीं सी जान को, ज़िन्दगी से बे दखल करना, सरासर अन्याय होगा",0,female,6.412,0.136298,0.797028
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00100.wav,"लाजवन्ती ने क्या कहा, बस यही तो गलती कर आई लाजवन्ती, कुछ नही कहा, चुपचाप चली आयी",0,female,7.4365,0.136346,0.796417
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00101.wav,"ज़ाहिर है, इस तरह की कविता में, दुख और उदासी, उस तरह से अपना आश्रय पाते हैं",0,female,6.5126,0.136379,0.79715
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00102.wav,"खुद, इस विमर्श के भीतर, यह प्रत्यक्ष, या परोक्ष रूप से, सभ्यताओं का टकराव है",0,female,6.7004,0.133595,0.798248
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00103.wav,"उनकी वो गूँजती आवाज़, इस उपन्यास से बाहर निकलकर आती है",0,female,4.3355,0.150016,0.794495
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00104.wav,सुबह होते होते पूरा कबीला खाली हो गया,0,female,3.4188,0.185763,0.797943
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00105.wav,"वे, प्रकाशन और चर्चा के रोज़मर्रा से परे, अपने ढंग से, लिख रहे थे",0,female,6.9273,0.112541,0.79187
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00106.wav,"एक हैंडिल से, उसमें चाभी भरने पर रिकॉर्ड घूमता था",0,female,3.8285,0.12208,0.802612
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00107.wav,"ओ, आय एम सॉरी गोपाल, उसे सांत्वना देती हुई, वह भी, जैसे उसी के दुख में डूब गयी थी",0,female,7.9051,0.141205,0.7966
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00108.wav,"शिवकुमार गाँधी को, एक पेंटर के रूप में, विख्यात होना था",0,female,5.8472,0.122195,0.784882
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00109.wav,"दहेज के, दानवी चेहरों ने, हज़ारों लाखों घर, उजाडे हैं, और बेशुमार ज़िन्दगियां, तबाह की हैं",0,female,7.3705,0.134762,0.798431
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00110.wav,"पर घर लौट आने के बाद, ये सब, कितना गैर ज़रूरी सा लगता है",0,female,4.7794,0.125793,0.792694
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00111.wav,"तो लामा अपने परिवारों के साथ, उसी अनूपपुर के प्लेटफ़ॉर्म पर उतरते थे",0,female,4.9763,0.131225,0.795624
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00112.wav,"सरकार को कोई हक़ नही है, कि वह ग़रीब लोगों का अपमान करे",0,female,5.208,0.149473,0.799225
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00113.wav,"मेरे घर के बाहर, इतनी भीड़ और ये पुलिस की जीप क्यों है",0,female,4.3959,0.15647,0.794342
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00114.wav,"गोपाल ने सारे बर्तन उठाकर, ट्रे में रख लिए थे",0,female,3.5163,0.136244,0.78772
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00115.wav,"अंबर से आये दिन, थुथुरमुंहा, और उसके परिवार की, रार तकरार मचने लगी",0,female,5.9871,0.135304,0.800476
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00116.wav,"उसे, मित्रता के सामान्य मापदण्डों से, समझ पाना आसान नहीं है",0,female,4.9539,0.122507,0.796692
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00117.wav,"इस काम के लिये, डॉक्टर ऊंची फ़ीस लेता था",0,female,3.1923,0.114664,0.795563
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00118.wav,"अविनाश, अंजना मेरी वाईफ़ से तुम मिल चुके हो",0,female,3.0112,0.130111,0.79187
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00119.wav,"खूँ का गुस्सा, अभी भी हरा था, और वो फिर से, क्वैं पे ही झपट पड़ा",0,female,5.9552,0.149544,0.793976
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00120.wav,"उस समय, डॉक्टर लालता प्रसाद वर्मा के मित्र, श्रीनिवास सुब्र मनियन भी, वहाँ मौजूद थे",0,female,6.1094,0.126859,0.798187
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00121.wav,"यह अटकी हुई है, द रसल बॉम्बे होती तो, पूरा हो जाती, इसे नीला, ले नहीं जाने देती है",0,female,7.8962,0.147384,0.796234
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00122.wav,"तुम हमारे मेहमान हो आखिर, रामसिंग सामान गाडी में रखो",0,female,3.6978,0.132293,0.797424
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00123.wav,"सूरज को देखकर, हर प्रजाति के मनुष्य के मुँह से, रा ही निकला",0,female,4.9783,0.122325,0.78717
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00124.wav,"आपने क्यों तकलीफ़ की सर, मैं पोहंच जाता",0,female,2.7228,0.112601,0.792786
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00125.wav,"डॉक्टर से, बहुत नज़दीकी से, जान पहचान हो जाने के बाद, अंबर भी, खुद को, इस खास श्रेणी में, मानता था",0,female,7.6507,0.112881,0.796387
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00126.wav,"बात करने के ढंग, और शब्दों के चयन से लगता है कि, बुध्दिजीवी और कलाकार बात कर रहा है",0,female,5.815,0.123076,0.791046
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00127.wav,"फ़ार्मिंग में, उनकी शुरू से रुचि रही है, वे उसमें, स्ट्राबैरीज़ उगाना चाह रहे हैं इस बार",0,female,5.5252,0.157161,0.797089
/kaggle/working/hindi-csm-tts/female_specialization/audio_24khz/female_00128.wav,"इसके परिणाम स्वरूप, बीसवीं शताब्दी के स्कान्दिनेविया में एक अलग सौन्दर्य शास्त्र, प्रतिफलित हुई",0,female,6.5,0.144224,0.798492
